"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","subphylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"Planothidium lanceolatum","(Brébisson ex Kützing) Lange-Bertalot",345151,"Chromista","Ochrophyta","","Bacillariophyceae","Achnanthales","","","","Achnanthidiaceae","Planothidium","","lanceolatum","","species","","","WEBBERETAL2022:707","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Planothidium lanceolatum","(Brébisson ex Kützing) Lange-Bertalot",345151,"Chromista","Ochrophyta","","Bacillariophyceae","Achnanthales","","","","Achnanthidiaceae","Planothidium","","lanceolatum","","species","","","WEBBERETAL2022:708","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Planothidium lanceolatum","(Brébisson ex Kützing) Lange-Bertalot",345151,"Chromista","Ochrophyta","","Bacillariophyceae","Achnanthales","","","","Achnanthidiaceae","Planothidium","","lanceolatum","","species","","","WEBBERETAL2022:709","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Planothidium lanceolatum","(Brébisson ex Kützing) Lange-Bertalot",345151,"Chromista","Ochrophyta","","Bacillariophyceae","Achnanthales","","","","Achnanthidiaceae","Planothidium","","lanceolatum","","species","","","WEBBERETAL2022:710","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Planothidium lanceolatum","(Brébisson ex Kützing) Lange-Bertalot",345151,"Chromista","Ochrophyta","","Bacillariophyceae","Achnanthales","","","","Achnanthidiaceae","Planothidium","","lanceolatum","","species","","","WEBBERETAL2022:711","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Planothidium lanceolatum","(Brébisson ex Kützing) Lange-Bertalot",345151,"Chromista","Ochrophyta","","Bacillariophyceae","Achnanthales","","","","Achnanthidiaceae","Planothidium","","lanceolatum","","species","","","WEBBERETAL2022:712","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Planothidium lanceolatum","(Brébisson ex Kützing) Lange-Bertalot",345151,"Chromista","Ochrophyta","","Bacillariophyceae","Achnanthales","","","","Achnanthidiaceae","Planothidium","","lanceolatum","","species","","","WEBBERETAL2022:713","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Platythamnion sp.","",607740,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Ceramiaceae ","Platythamnion","","","","genus","OSC","","OSC-A-011794","Portland State University Herbarium (HPSU)","2488942","Byron E. Lippert","s.n.","",1985-02-09,"1985","02","09","PreservedSpecimen","Galiano Island, The Reefs near Lion Island","","Galiano Island","British Columbia","Canada","CA","48.863974","-123.333507","6139","Heaven Roberts","","","","On Nereocystis.","","","present","","Fertile. Substrate: epiphytic.","","","","unlisted","unlisted","","","","","",""
"Platythamnion sp.","",607740,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Ceramiaceae ","Platythamnion","","","","genus","OSC","","OSC-A-011795","Portland State University Herbarium (HPSU)","2488943","Byron E. Lippert","s.n.","",1985-09-02,"1985","09","02","PreservedSpecimen","Galiano Island, The Reefs near Lion Island","","Galiano Island","British Columbia","Canada","CA","48.863974","-123.333507","6139","Heaven Roberts","","","","On Nereocystis.","","","present","","Fertile. Substrate: epiphytic.","","","","unlisted","unlisted","","","","","",""
"Platythamnion sp.","",607740,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Ceramiaceae ","Platythamnion","","","","genus","OSC","","OSC-A-011796","Portland State University Herbarium (HPSU)","2488944","Byron E. Lippert","s.n.","",1986-02-09,"1986","02","09","PreservedSpecimen","Galiano Island, The Reefs near Lion Island","","Galiano Island","British Columbia","Canada","CA","48.863974","-123.333507","6139","Heaven Roberts","","","","On Nereocystis.","","","present",""," Substrate: epiphytic.","","","","unlisted","unlisted","","","","","",""
"Platythamnion sp.","",607740,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Ceramiaceae ","Platythamnion","","","","genus","OSC","","OSC-A-011797","Portland State University Herbarium (HPSU)","2488945","Byron E. Lippert","s.n.","",1986-02-09,"1986","02","09","PreservedSpecimen","Galiano Island, Sturdies Bay","","Galiano Island","British Columbia","Canada","CA","48.863974","-123.316341","2000","Heaven Roberts","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleonosporium vancouverianum","(J. Agardh) Setchell",500288,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Ceramiaceae","Pleonosporium","","vancouverianum","","species","UBC","","A57491","","1251748","Michael W. Hawkes","MWH 77-19","",1977-11-27,"1977","11","27","PreservedSpecimen","S. Gulf Islands, Porlier Pass, Galiano Island.","","Galiano Island","British Columbia","Canada","CA","","","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleurophycus gardneri","Setchell & Saunders ex Tilden",429872,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Pleurophycus","","gardneri","","species","PMLS","","PMLS2021:325","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-09-29,"2006","09","29","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","82","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleurophycus gardneri","Setchell & Saunders ex Tilden",429872,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Pleurophycus","","gardneri","","species","PMLS","","PMLS2021:412","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-02-17,"2008","02","17","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","96","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleurophycus gardneri","Setchell & Saunders ex Tilden",429872,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Pleurophycus","","gardneri","","species","PMLS","","PMLS2021:445","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-07,"2008","03","07","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","55","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleurophycus gardneri","Setchell & Saunders ex Tilden",429872,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Pleurophycus","","gardneri","","species","PMLS","","PMLS2021:457","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-22,"2008","03","22","HumanObservation","Romulus Reef","","Galiano Island","British Columbia","Canada","CA","49.00667","-123.59167","100","","","","","","64","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleurophycus gardneri","Setchell & Saunders ex Tilden",429872,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Pleurophycus","","gardneri","","species","PMLS","","PMLS2021:525","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-08-29,"2008","08","29","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","85","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleurosigma normanii","Ralfs",4873106,"Chromista","Ochrophyta","","Bacillariophyceae","Naviculales","Naviculineae","","","Pleurosigmataceae","Pleurosigma","","normanii","","species","iNaturalist","","4873106","","","Mark Webber","","",2007-07-13,"2007","07","13","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.994453","-123.586235","140","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Pleurosigma normanii","Ralfs",4873106,"Chromista","Ochrophyta","","Bacillariophyceae","Naviculales","Naviculineae","","","Pleurosigmataceae","Pleurosigma","","normanii","","species","iNaturalist","","4873108","","","Mark Webber","","",2007-07-13,"2007","07","13","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.994453","-123.586235","140","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Podosira baldjickiana","Grunow",1465267,"Chromista","Ochrophyta","","Bacillariophyceae","Melosirales","","","","Hyalodiscaceae","Podosira","","baldjickiana","","species","","","WEBBERETAL2022:716","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","UBC","","A57495","","1251911","Michael W. Hawkes","MWH 77-19","",1977-11-27,"1977","11","27","PreservedSpecimen","S. Gulf Islands, Porlier Pass, Galiano Island.","","Galiano Island","British Columbia","Canada","CA","","","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","UBC","","A57496","","1251912","Michael W. Hawkes","MWH 77-19","",1977-11-27,"1977","11","27","PreservedSpecimen","S. Gulf Islands, Porlier Pass, Galiano Island.","","Galiano Island","British Columbia","Canada","CA","","","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","UBC","","A57493","","1248388","Michael W. Hawkes","MWH 77-19","",1977-11-27,"1977","11","27","PreservedSpecimen","S. Gulf Islands, Porlier Pass, Galiano Island.","","Galiano Island","British Columbia","Canada","CA","","","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","UBC","","A57494","","1248389","Michael W. Hawkes","MWH 77-19","",1977-11-27,"1977","11","27","PreservedSpecimen","S. Gulf Islands, Porlier Pass, Galiano Island.","","Galiano Island","British Columbia","Canada","CA","","","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","iNaturalist","","107457361","","","Andrew Simon","","",2022-02-25,"2022","02","25","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9393722141","-123.5030776371","51","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","PMLS","","PMLS2021:1161","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-09-28,"2006","09","28","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","82","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","PMLS","","PMLS2021:1196","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-09-29,"2006","09","29","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","82","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","PMLS","","PMLS2021:1226","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-11-11,"2006","11","11","HumanObservation","Spanish Hills wall","","Galiano Island","British Columbia","Canada","CA","48.995018","-123.584696","100","","","","","","80","","present","","","","","","unlisted","unlisted","","","","","",""
"Polyneura latissima","(Harvey) Kylin",339014,"Plantae","Rhodophyta","Eurhodophytina","Florideophyceae","Ceramiales","","","","Delesseriaceae","Polyneura","","latissima","","species","PMLS","","PMLS2021:1321","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-10-21,"2007","10","21","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","75","","present","","","","","","unlisted","unlisted","","","","","",""
