scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode
Mytilus edulis complex,,,blue mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,edulis,NA,,NA,native,unlisted,NA,confirmed,observed,1982-05-28,Philip Lambert,RBCM,982-00155-001,1898293540,2015-08-05,Andrew Simon,iNat:2599512,,117650,MOL
Myxicola sp.A,,,petite slime-tube feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Myxicola,,NA,,NA,native,unlisted,NA,reported,unobserved,2018-06-19,Andy Lamb,PMLS,,NA,,,,"Myxicola sp.A = ""Myxicola aff. aesthetica”; In Europe, M. infundibulum is found in soft-sediments and M. aesthetica on docks & hard-surfaces. However, specimens from the NEP are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined.",492594,WOR
Myxicola sp.B,,,slime-tube feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Myxicola,,NA,,NA,native,unlisted,NA,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,NA,2019-05-04,Isabelle M. Côté,iNat:129284413,"Myxicola sp.B = ""Myxicola aff. infundibulum”; In Europe, M. infundibulum is found in soft-sediments and M. aesthetica on docks & hard-surfaces. However, specimens from the NEP are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined.",49533,WOR
Myxilla (Myxilla) incrustans,"(Johnston, 1842)",,rough scallop sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,Myxilla,incrustans,NA,,NA,native,unlisted,NA,confirmed,observed,1973-06-14,Philip Lambert,RBCM,973-00137-003,1898298302,1978-02-19,Neil McDaniel,iNat:170665045,,256019,POR
Myxilla (Myxilla) lacunosa,"Lambe, 1893",,sulphur sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,Myxilla,lacunosa,NA,,NA,native,unlisted,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,459826,POR
Nanomia bijuga,"(Delle Chiaje, 1844)",,tailed jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Siphonophorae,Physonectae,,Agalmatidae,,,Nanomia,bijuga,NA,,NA,native,unlisted,NA,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,NA,2014-09-18,Karolle Wall,iNat:4052157,,506580,CNI
Nassarius mendicus,"(Gould, 1850)",,western lean nassa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,Nassariinae,,Nassarius,mendicus,NA,,NA,native,unlisted,NA,confirmed,observed,2018-06-19,Andy Lamb,PMLS,,NA,2021-03-13,Andrew Simon,iNat:71173034,,129938,MOL
Nautichthys oculofasciatus,"(Girard, 1858)",,sailfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Agonidae,Hemitripterinae,,Nautichthys,oculofasciatus,NA,,NA,native,SNR,NA,confirmed,observed,1995-02-24,Andy Lamb,PMLS,,NA,2015-04-15,Karolle Wall,iNat:3706257,,183019,FIS
Neoamphitrite robusta,"(Johnson, 1901)",,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,Neoamphitrite,robusta,NA,,NA,,,NA,new 2022,observed,,,,,NA,2022-11-26,Alex Niese,iNat:143065543,,343700,WOR
Neogale vison,"(Schreber, 1777)",,American mink,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,Neogale,vison,NA,,NA,native,S5 (2015),NA,confirmed,observed,2011-05-14,Kent Brothers,VMS,,NA,2017-05-28,Ayla Malcolm,iNat:6485976,,1264432,MAM
Neoleprea spiralis,"(Johnson, 1901)",,spaghetti worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,Neoleprea,spiralis,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-015,1898316402,,,,,1136118,WOR
Neosabellaria cementarium,"(Moore, 1906)",,cemented sandmason tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Sabellariidae,,,Neosabellaria,cementarium,NA,,NA,native,unlisted,NA,reported,unobserved,1996-09-28,Charlie Gibbs,PMLS,,NA,,,,reported as Sabellaria cementarium,339237,WOR
Neostylidium eschrichtii,"(Middendorff, 1849)",,threaded bittium,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Cerithiidae,Bittiinae,,Neostylidium,eschrichtii,NA,,NA,native,unlisted,NA,new 2015,observed,,,,,NA,2015-08-28,Lauren Magner & Andrew Simon,iNat:3735167,,897701,MOL
Neotrypaea californiensis,"(Dana, 1854)",,bay ghost shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,,Callianassidae,,,Neotrypaea,californiensis,NA,,NA,native,unlisted,NA,confirmed,observed,1995-02-23,Charlie Gibbs,PMLS,,NA,2019-04-20,Natalie Kennedy,iNat:22842052,,56659,ART
Neoturris breviconis,"(Murbach & Shearer, 1902)",,blob-top jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Neoturris,breviconis,NA,,NA,native,unlisted,NA,confirmed,observed,2007-09-29,Andy Lamb,PMLS,,NA,2011-05-18,Karolle Wall,iNat:3706339,,491131,CNI
Nereis cf. zonata,,,ragworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Nereis,zonata,NA,,NA,,,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-016,1898310721,,,,,347330,WOR
Nereis sp.,,,sea-nymph worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Nereis,,NA,,NA,,,NA,reported,unobserved,2008-03-01,Andy Lamb,PMLS,,NA,,,,,81791,WOR
Nereis vexillosa,"Grube, 1851",,banner sea-nymph,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Nereis,vexillosa,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2019-05-04,Lena Dietz Chiasson,iNat:24714358,,81790,WOR
Neverita lewisii,"(Gould, 1847)",,Lewis' moon snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Polinicinae,,Neverita,lewisii,NA,,NA,native,unlisted,NA,confirmed,observed,1961-06-23,,RBCM,976-01146-004,1898263889,2016-02-07,Peter Luckham,iNat:2763410,,447427,MOL
Nitidella sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Nitidella,,NA,,NA,native,unlisted,NA,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-023,1898311887,,,,,246721,MOL
Nucella canaliculata,"(Duclos, 1832)",,channelled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,canaliculata,NA,,NA,native,unlisted,NA,reported,unobserved,1994-10-23,Andy Lamb,PMLS,,NA,,,,,69998,MOL
Nucella lamellosa,"(Gmelin, 1791)",,wrinkled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,lamellosa,NA,,NA,native,unlisted,NA,confirmed,observed,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03331,1898271380,2015-04-04,Andrew Simon,iNat:2567596,,117641,MOL
Nucella ostrina,"(Gould, 1852)",,northern striped dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,ostrina,NA,,NA,native,unlisted,NA,confirmed,observed,2008-02-17,Andy Lamb,PMLS,,NA,2019-04-29,Andrew Simon,iNat:24768141,,122704,MOL
Nuculana leonina,"(Dall, 1896)",,nuculanid clam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,,Nuculana,leonina,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03316,1898319922,,,,,957348,MOL
Nuttallia obscurata,"(Reeve, 1857)",,purple mahogany clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,,Nuttallia,obscurata,NA,,NA,non-native,unlisted,NA,new 2016,observed,,,,,NA,2016-08-21,Tyrel Froese,iNat:4005286,,430211,MOL
Obelia sp.,,,wine-glass hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,Obelia,,NA,,NA,,,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2021-06-08,Andrew Simon,iNat:82260691,,49536,CNI
Octopus rubescens,"Berry, 1953",,Pacific red octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Octopodidae,,,Octopus,rubescens,NA,,NA,native,unlisted,NA,reported,unobserved,1995-02-25,Charlie Gibbs,PMLS,,NA,,,,,47455,MOL
Odontopyxis trispinosa,"Lockington, 1880",,pygmy poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Agonidae,Bathyagoninae,,Odontopyxis,trispinosa,NA,,NA,native,SNR,NA,confirmed,observed,2006-06-30,Andy Lamb,PMLS,,NA,2017-07-25,Karolle Wall,iNat:7238958,,226210,FIS
Odostomia sp.,,,sea snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,,,Odostomia,,NA,,NA,,,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03329,1898323195,,,,,129939,MOL
Oedignathus inermis,"(Stimpson, 1860)",,granular claw crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Hapalogastridae,,,Oedignathus,inermis,NA,,NA,native,unlisted,NA,confirmed,observed,2008-08-29,Andy Lamb,PMLS,,NA,1978-02-19,Neil McDaniel,iNat:73322144,,194566,ART
Oenopota sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Mangeliidae,,,Oenopota,,NA,,NA,native,unlisted,NA,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-022,1898294888,,,,,496394,MOL
Oligocottus maculosus,"Girard, 1856",,tidepool sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Oligocottinae,,Oligocottus,maculosus,NA,,NA,native,SNR,NA,confirmed,observed,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.1,NA,2015-08-28,Lauren Magner,iNat:3735095,,67629,FIS
Oligocottus snyderi,"Greeley, 1898",,fluffy sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Oligocottinae,,Oligocottus,snyderi,NA,,NA,,,NA,new 2023,observed,,,,,NA,2023-02-08,Rebecca Reader-Lee,iNat:148479199,,117538,FIS
Onchidoris bilamellata,"(Linnaeus, 1767)",,barnacle-eating nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Onchidoris,bilamellata,NA,,NA,native,unlisted,NA,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,NA,2009-06-26,Karolle Wall,iNat:97178772,,47480,MOL
Onchidoris evincta,"(Millen, 2006)",,crowned dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Onchidoris,evincta,NA,,NA,native,unlisted,NA,new 2014,observed,,,,,NA,2014-04-08,Karin Fletcher,iNat:68793025,,1348712,MOL
Onchidoris muricata,"(O. F. Müller, 1776)",,fuzzy onchidoris,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Onchidoris,muricata,NA,,NA,native,unlisted,NA,new 2014,observed,,,,,NA,2014-04-09,Karin Fletcher,iNat:68793507,,47508,MOL
Oncorhynchus clarkii,"(Richardson, 1836)",,cutthroat trout,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,clarkii,NA,,NA,native,SNR,NA,reported,unobserved,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,NA,,,,,68075,FIS
Oncorhynchus gorbuscha,"(Walbaum, 1792)",,pink salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,gorbuscha,NA,,NA,native,SNR,NA,new 2022,observed,,,,,NA,2022-05-28,Andrew Simon,iNat:119177597,,107570,FIS
Oncorhynchus keta,"(Walbaum, 1792)",,chum salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,keta,NA,,NA,native,SNR,NA,reported,unobserved,2013-05-17,Andy Lamb,PMLS,,NA,,,,,107572,FIS
Oncorhynchus kisutch,"(Walbaum, 1792)",,coho salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,kisutch,NA,,NA,native,SNR,NA,confirmed,observed,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,NA,2017-05-29,Karolle Wall,iNat:7647282,,53692,FIS
Oncorhynchus tshawytscha,"(Walbaum, 1792)",,chinook salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,tshawytscha,NA,,NA,native,SNR,NA,new 2017,observed,,,,,NA,2017-02-12,Christina Robinson,iNat:5101395,,54191,FIS
Ophiodermella fancherae,"(Dall, 1903)",,sea snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Borsoniidae,,,Ophiodermella,fancherae,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03326,1898295480,,,,,957347,MOL
Ophiodon elongatus,"Girard, 1854",,lingcod,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Hexagrammidae,Ophiodontinae,,Ophiodon,elongatus,NA,,NA,native,SNR,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976120,,52539,FIS
Ophiopholis kennerlyi,"Lyman, 1860",,daisy brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Ophintegrida,Amphilepidida,Gnathophiurina,Ophiactoidea,Ophiopholidae,,,Ophiopholis,kennerlyi,NA,,NA,native,unlisted,NA,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,NA,2014-03-24,Karolle Wall,iNat:3705819,,129228,ECH
Ophiura luetkenii,"(Lyman, 1860)",,gray brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Ophiurida,Ophiurina,,Ophiuridae,Ophiurinae,,Ophiura,luetkenii,NA,,NA,native,unlisted,NA,reported,unobserved,1973-06-14,Philip Lambert,RBCM,973-00137-009,1898306018,,,,misspelled 'Ophiura lutkeni' in GBIF dataset,255865,ECH
Ophiura sarsii,"Lütken, 1855",,notched brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Ophiurida,Ophiurina,,Ophiuridae,Ophiurinae,,Ophiura,sarsii,NA,,NA,native,unlisted,NA,reported,unobserved,1993-05-09,Charlie Gibbs,PMLS,,NA,,,,,202051,ECH
Orcinus orca,"(Linnaeus, 1758)",,orca,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Delphinoidea,Delphinidae,,,Orcinus,orca,NA,,NA,native,S1 (2011),NA,confirmed,observed,2001-01-14,Amy Rowley,BCCSN,,NA,2004-07-04,Steve Ansell,iNat:108409966,,41521,MAM
Oregonia gracilis,"Dana, 1851",,graceful decorator crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,Oregoniinae,,Oregonia,gracilis,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-21,Andy Lamb,PMLS,,NA,2017-05-26,Karolle Wall,iNat:7648046,,84267,ART
Orthasterias koehleri,"(de Loriol, 1897)",,rainbow star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Orthasterias,koehleri,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2013-07-24,Karolle Wall,iNat:3706322,,47669,ECH
Orthopyxis sp.,,,spider web hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,Orthopyxis,,NA,,NA,,,NA,reported,unobserved,1994-09-10,Andy Lamb,PMLS,,NA,,,,,500952,CNI
Oxydromus pugettensis,"(Johnson, 1901)",,bat star commensal worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Hesionidae,Ophiodrominae,Ophiodromini,Oxydromus,pugettensis,NA,,NA,native,unlisted,NA,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,NA,2018-08-10,Karolle Wall,iNat:15702535,,494514,WOR
Oxylebius pictus,"Gill, 1862",,painted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Hexagrammidae,Oxylebiinae,,Oxylebius,pictus,NA,,NA,native,SNR,NA,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,NA,2019-05-05,Emily Adamczyk,iNat:24797825,,48452,FIS
Pachycerianthus fimbriatus,"McMurrich, 1910",,tube-dwelling anemone,Animalia,Cnidaria,,,Anthozoa,Ceriantharia,,Spirularia,,,Cerianthidae,,,Pachycerianthus,fimbriatus,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2016-02-07,Peter Luckham,iNat:2763393,,47702,CNI
Pachychalina sp.,,,thick-strap sponges,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Niphatidae,,,Pachychalina,,NA,,NA,,,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,873877,POR
Paciocinebrina interfossa,"(Carpenter, 1864)",,sculptured rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,interfossa,NA,,NA,native,unlisted,NA,reported,unobserved,2009-10-10,Andy Lamb,PMLS,,NA,,,,,910801,MOL
Paciocinebrina lurida,"(Middendorff, 1848)",,lurid rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,lurida,NA,,NA,native,unlisted,NA,reported,unobserved,1994-09-10,Andy Lamb,PMLS,,NA,,,,,910800,MOL
Pagurus armatus,"(Dana, 1851)",,blackeyed hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,armatus,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2018-05-18,Karolle Wall,iNat:12631603,,459543,ART
Pagurus beringanus,"(Benedict, 1892)",,Bering hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,beringanus,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-005,NA,2015-05-16,Peter Luckham,iNat:2854421,,362749,ART
Pagurus caurinus,"Hart, 1971",,Greenmark hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,caurinus,NA,,NA,native,unlisted,NA,confirmed,observed,2005-12-10,Andy Lamb,PMLS,,NA,2023-05-27,"Dave ""Zeuss"" Cochrane",iNat:164589536,,180026,ART
Pagurus granosimanus,"(Stimpson, 1859)",,grainy hermit crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,granosimanus,NA,,NA,native,unlisted,NA,confirmed,observed,1986-09-30,,RBCM,986-00197-039,NA,2013-05-09,Karolle Wall,iNat:3910074,,127555,ART
Pagurus hirsutiusculus,"(Dana, 1851)",,hairy hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,hirsutiusculus,NA,,NA,native,unlisted,NA,confirmed,observed,2016-01-23,Andy Lamb,PMLS,,NA,2016-08-26,Lauren Magner & Andrew Simon,iNat:3971319,,63219,ART
Pagurus kennerlyi,"(Stimpson, 1864)",,bluespine hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,kennerlyi,NA,,NA,native,unlisted,NA,reported,unobserved,1999-10-02,Andy Lamb,PMLS,,NA,,,,,459637,ART
Pagurus ochotensis,"Brandt, 1851",,Alaskan hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,ochotensis,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2023-03-25,"Dave ""Zeuss"" Cochrane",iNat:152313134,,202044,ART
Pagurus quaylei,"Hart, 1971",,Quayle's hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,quaylei,NA,,NA,native,unlisted,NA,reported,unobserved,2008-06-21,Andy Lamb,PMLS,,NA,,,,,366957,ART
Pagurus samuelis,"(Stimpson, 1857)",,blueband hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,samuelis,NA,,NA,native,unlisted,NA,reported,unobserved,2009-03-19,Andy Lamb,PMLS,,NA,,,,,49095,ART
Pagurus stevensae,"Hart, 1971",,Stevens' hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,stevensae,NA,,NA,native,unlisted,NA,reported,unobserved,2008-03-01,Andy Lamb,PMLS,,NA,,,,,459640,ART
Palio zosterae,"(O'Donoghue, 1924)",,eelgrass nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Polycerinae,,Palio,zosterae,NA,,NA,native,unlisted,NA,new 2010,observed,,,,,NA,2010-05-10,Karolle Wall,iNat:3707748,,1187234,MOL
Pandalus borealis,"Krøyer, 1838",,northern shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,borealis,NA,,NA,native,unlisted,NA,reported,unobserved,1956-01-29,W. Barraclough,RBCM,978-00057-001,1898295012,,,,,437504,ART
Pandalus danae,"Stimpson, 1857",,coonstripe shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,danae,NA,,NA,native,unlisted,NA,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,NA,2015-04-22,Karolle Wall,iNat:3706255,,154708,ART
Pandalus eous,"Makarov, 1935",,spiny pink shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,eous,NA,,NA,native,unlisted,NA,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,,NA,,,,,459644,ART
Pandalus lucidirimicolus,"(Jensen, 1998)",,sparkling shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,lucidirimicolus,NA,,NA,native,unlisted,NA,reported,unobserved,1995-11-24,Daniel Kent,RBCM,997-00068-001,1898318861,,,,"reported as Pandalopsis lucidirimicola Jensen, 1998",1111164,ART
Pandalus platyceros,"J.F. Brandt in von Middendorf, 1851",,Pacific prawn,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,platyceros,NA,,NA,native,unlisted,NA,confirmed,observed,1995-02-25,Charlie Gibbs,PMLS,,NA,2008-05-21,Jackson W.F. Chu,iNat:116733060,,180394,ART
Pandalus stenolepis,"Rathbun, 1902",,rough patch shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,stenolepis,NA,,NA,native,unlisted,NA,confirmed,observed,1995-02-23,Charlie Gibbs,PMLS,,NA,2023-09-09,"Dave ""Zeuss"" Cochrane",iNat:182593082,,459645,ART
Pandora filosa,"(Carpenter, 1864)",,threaded pandora,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Pandoridae,,,Pandora,filosa,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03302,NA,,,,,906400,MOL
Pandora wardiana,"A. Adams, 1860",,giant pandora,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Pandoridae,,,Pandora,wardiana,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03301,NA,,,,,906421,MOL
